tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	cooling_rate	cooling_rate_corr	cooling_rate_mcd	description	dip	geologic_classes	geologic_types	height	igsn	lat	lithologies	location	lon	method_codes	orientation_quality	sample	sample_alternatives	scientists	site	texture	timestamp
109.0		42.5	17.3	This study					-79.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011b			16tr011		3916:5:27
106.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-79.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011b			16tr011		3916:5:27
81.0		42.5	17.3	This study					-84.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011c			16tr011		3916:5:27
78.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-84.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011c			16tr011		3916:5:27
98.0		42.5	17.3	This study					-61.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011d			16tr011		3916:5:27
95.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-61.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011d			16tr011		3916:5:27
92.0		42.5	17.3	This study					-77.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011e			16tr011		3916:5:27
89.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-77.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011e			16tr011		3916:5:27
98.0		42.5	17.3	This study					-79.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011f			16tr011		3916:5:27
95.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-79.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011f			16tr011		3916:5:27
73.0		42.5	17.3	This study					-91.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011g			16tr011		3916:5:27
70.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-91.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011g			16tr011		3916:5:27
100.0		42.5	17.3	This study					-87.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011h			16tr011		3916:5:27
97.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-87.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011h			16tr011		3916:5:27
58.0		42.5	17.3	This study					-73.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011i			16tr011		3916:5:27
55.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-73.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011i			16tr011		3916:5:27
94.0		42.5	17.3	This study					-82.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011j			16tr011		3916:5:27
91.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-82.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011j			16tr011		3916:5:27
80.0		42.5	17.3	This study					-86.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr011k			16tr011		3916:5:27
77.3	357.3	42.5	17.3	This study				Declination correction calculated from IGRF	-86.0					27.99402			108.79787	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr011k			16tr011		3916:5:27
18.0		39.2	41.1	This study					-47.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012a			16tr012		3916:5:28
15.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-47.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012a			16tr012		3916:5:28
14.0		39.2	41.1	This study					-48.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012b			16tr012		3916:5:28
11.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-48.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012b			16tr012		3916:5:28
300.0		39.2	41.1	This study					-81.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012c			16tr012		3916:5:28
297.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-81.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012c			16tr012		3916:5:28
358.0		39.2	41.1	This study					-21.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012d			16tr012		3916:5:28
355.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-21.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012d			16tr012		3916:5:28
293.0		39.2	41.1	This study					-56.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012e			16tr012		3916:5:28
290.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-56.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012e			16tr012		3916:5:28
288.0		39.2	41.1	This study					-64.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012f			16tr012		3916:5:28
285.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-64.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012f			16tr012		3916:5:28
280.0		39.2	41.1	This study					-64.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012g			16tr012		3916:5:28
277.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-64.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012g			16tr012		3916:5:28
292.0		39.2	41.1	This study					-61.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012h			16tr012		3916:5:28
289.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-61.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012h			16tr012		3916:5:28
342.0		39.2	41.1	This study					-81.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012i			16tr012		3916:5:28
339.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-81.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012i			16tr012		3916:5:28
282.0		39.2	41.1	This study					-70.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012j			16tr012		3916:5:28
279.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-70.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012j			16tr012		3916:5:28
299.0		39.2	41.1	This study					-72.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012k			16tr012		3916:5:28
296.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-72.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012k			16tr012		3916:5:28
297.0		39.2	41.1	This study					-81.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012l			16tr012		3916:5:28
294.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-81.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012l			16tr012		3916:5:28
265.0		39.2	41.1	This study					-56.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012m			16tr012		3916:5:28
262.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-56.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012m			16tr012		3916:5:28
275.0		39.2	41.1	This study					-81.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012n			16tr012		3916:5:28
272.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-81.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012n			16tr012		3916:5:28
2.0		39.2	41.1	This study					-78.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012p			16tr012		3916:5:28
359.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-78.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012p			16tr012		3916:5:28
355.0		39.2	41.1	This study					-68.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr012q			16tr012		3916:5:28
352.3	357.3	39.2	41.1	This study				Declination correction calculated from IGRF	-68.0					28.00402			108.80074	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr012q			16tr012		3916:5:28
324.0		23.7	18.8	This study					-63.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013a			16tr013		3916:5:28
321.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-63.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013a			16tr013		3916:5:28
125.0		23.7	18.8	This study					-56.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013b			16tr013		3916:5:28
122.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-56.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013b			16tr013		3916:5:28
120.0		23.7	18.8	This study					-58.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013c			16tr013		3916:5:28
117.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-58.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013c			16tr013		3916:5:28
99.0		23.7	18.8	This study					-36.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013d			16tr013		3916:5:28
96.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-36.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013d			16tr013		3916:5:28
115.0		23.7	18.8	This study					-60.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013e			16tr013		3916:5:28
112.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-60.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013e			16tr013		3916:5:28
116.0		23.7	18.8	This study					-62.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013f			16tr013		3916:5:28
113.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-62.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013f			16tr013		3916:5:28
108.0		23.7	18.8	This study					-65.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013g			16tr013		3916:5:28
105.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-65.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013g			16tr013		3916:5:28
128.0		23.7	18.8	This study					-82.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013h			16tr013		3916:5:28
125.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-82.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013h			16tr013		3916:5:28
118.0		23.7	18.8	This study					-77.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013i			16tr013		3916:5:28
115.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-77.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013i			16tr013		3916:5:28
103.0		23.7	18.8	This study					-80.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013j			16tr013		3916:5:28
100.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-80.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013j			16tr013		3916:5:28
97.0		23.7	18.8	This study					-92.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013k			16tr013		3916:5:28
94.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-92.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013k			16tr013		3916:5:28
104.0		23.7	18.8	This study					-88.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013l			16tr013		3916:5:28
101.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-88.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013l			16tr013		3916:5:28
145.0		23.7	18.8	This study					-73.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr013m			16tr013		3916:5:28
142.3	357.3	23.7	18.8	This study				Declination correction calculated from IGRF	-73.0					28.01324			108.80414	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr013m			16tr013		3916:5:28
275.0		29.3	341.1	This study					-39.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014a			16tr014		3916:5:29
272.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-39.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014a			16tr014		3916:5:29
280.0		29.3	341.1	This study					-30.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014b			16tr014		3916:5:29
277.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-30.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014b			16tr014		3916:5:29
276.0		29.3	341.1	This study					-31.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014c			16tr014		3916:5:29
273.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-31.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014c			16tr014		3916:5:29
283.0		29.3	341.1	This study					-42.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014d			16tr014		3916:5:29
280.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-42.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014d			16tr014		3916:5:29
280.0		29.3	341.1	This study					-49.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014e			16tr014		3916:5:29
277.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-49.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014e			16tr014		3916:5:29
269.0		29.3	341.1	This study					-29.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014f			16tr014		3916:5:29
266.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-29.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014f			16tr014		3916:5:29
276.0		29.3	341.1	This study					-43.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014g			16tr014		3916:5:29
273.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-43.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014g			16tr014		3916:5:29
257.0		29.3	341.1	This study					-46.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014h			16tr014		3916:5:29
254.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-46.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014h			16tr014		3916:5:29
283.0		29.3	341.1	This study					-36.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014i			16tr014		3916:5:29
280.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-36.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014i			16tr014		3916:5:29
285.0		29.3	341.1	This study					-63.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014j			16tr014		3916:5:29
282.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-63.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014j			16tr014		3916:5:29
256.0		29.3	341.1	This study					-55.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014k			16tr014		3916:5:29
253.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-55.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014k			16tr014		3916:5:29
273.0		29.3	341.1	This study					-53.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr014l			16tr014		3916:5:29
270.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-53.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr014l			16tr014		3916:5:29
317.0		29.3	341.1	This study					-39.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015a			16tr015		3916:5:29
314.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-39.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015a			16tr015		3916:5:29
290.0		29.3	341.1	This study					-32.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015b			16tr015		3916:5:29
287.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-32.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015b			16tr015		3916:5:29
305.0		29.3	341.1	This study					-67.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015c			16tr015		3916:5:29
302.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-67.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015c			16tr015		3916:5:29
292.0		29.3	341.1	This study					-40.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015d			16tr015		3916:5:29
289.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-40.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015d			16tr015		3916:5:29
305.0		29.3	341.1	This study					-70.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015e			16tr015		3916:5:29
302.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-70.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015e			16tr015		3916:5:29
342.0		29.3	341.1	This study					-51.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015f			16tr015		3916:5:29
339.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-51.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015f			16tr015		3916:5:29
341.0		29.3	341.1	This study					-56.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015g			16tr015		3916:5:29
338.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-56.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015g			16tr015		3916:5:29
349.0		29.3	341.1	This study					-66.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015h			16tr015		3916:5:29
346.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-66.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015h			16tr015		3916:5:29
288.0		29.3	341.1	This study					-46.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015i			16tr015		3916:5:29
285.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-46.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015i			16tr015		3916:5:29
284.0		29.3	341.1	This study					-51.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015j			16tr015		3916:5:29
281.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-51.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015j			16tr015		3916:5:29
351.0		29.3	341.1	This study					-56.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr015k			16tr015		3916:5:29
348.3	357.3	29.3	341.1	This study				Declination correction calculated from IGRF	-56.0					28.01388			108.80518	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr015k			16tr015		3916:5:29
254.0		43.5	128.3	This study					-61.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr016a			16tr016		3916:5:30
251.3	357.3	43.5	128.3	This study				Declination correction calculated from IGRF	-61.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr016a			16tr016		3916:5:30
238.0		43.5	128.3	This study					-54.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr016b			16tr016		3916:5:30
235.3	357.3	43.5	128.3	This study				Declination correction calculated from IGRF	-54.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr016b			16tr016		3916:5:30
249.0		43.5	128.3	This study					-61.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr016c			16tr016		3916:5:30
246.3	357.3	43.5	128.3	This study				Declination correction calculated from IGRF	-61.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr016c			16tr016		3916:5:30
173.0		43.5	128.3	This study					-30.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr016d			16tr016		3916:5:30
170.3	357.3	43.5	128.3	This study				Declination correction calculated from IGRF	-30.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr016d			16tr016		3916:5:30
171.0		43.5	128.3	This study					-32.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr016e			16tr016		3916:5:30
168.3	357.3	43.5	128.3	This study				Declination correction calculated from IGRF	-32.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr016e			16tr016		3916:5:30
174.0		43.5	128.3	This study					-29.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr016f			16tr016		3916:5:30
171.3	357.3	43.5	128.3	This study				Declination correction calculated from IGRF	-29.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr016f			16tr016		3916:5:30
248.0		43.5	128.3	This study					-71.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr016i			16tr016		3916:5:30
245.3	357.3	43.5	128.3	This study				Declination correction calculated from IGRF	-71.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr016i			16tr016		3916:5:30
247.0		43.5	128.3	This study					-54.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-MAG	g	16tr016j			16tr016		3916:5:30
244.3	357.3	43.5	128.3	This study				Declination correction calculated from IGRF	-54.0					27.91638			108.82069	FS-FD:FS-LOC-GPS:SO-MAG:SO-SM:SO-CMD-NORTH	g	16tr016j			16tr016		3916:5:30
