Terrane,ROCKNAME,RESULT#,COMPONENT,TESTS,TILT,SLAT,SLONG,B,N,DEC,INC,abs(I),KD,ED95,PLAT,PLONG,DP,DM,A95,f,INCf,PLATf,PLONf,DPf,DMf,A95f,f,INCf,PLATf,PLONf,DPf,DMf,A95f,%REV,DEMAGCODE,40,24,10,16,2,3,4,5,6,7,Q(7),Grade,nominal age,lomagage,himagage,REF/method,ROCKNAME,POLE AUTHORS,YEAR,JOURNAL,VOLUME,VPAGES,TITLE
Laurentia,Catoctin Basalts,7474,A Component,"C+,F+,Rc,M",100,38.5,281.8,6,28,68,84,84,59,9,42,296.7,17.4,17.7,17.5,1,84,42,296.7,17.4,17.7,17.5,1,84,42,296.7,17.4,17.7,17.5,50,4,1,1,1,1,1,1,1,1,1,1,7,B,572,567,577,"572±5 in felsic pod from lower Catoctin; 564 Ma in upper Catoctin -lower more applicable to basalts, Aleinikoff +95 Am.J.Sci",Catoctin Basalts,"Meert,J.G., Van der Voo,R., Payne,T.W.",1994,J.Geophys.Res.,99,4625-4641,Paleomagnetism of the Catoctin volcanic province: a new Vendian-Cambrian apparent polar wander path for North America
Laurentia,Sept-Iles Layered Intrusion,1752,A Component,C*+,0,50.2,293.5,10,51,333,-29,29,34,8,-20,321,5,9,6.7,1,-29,-20,321,5,9,6.7,1,-29,-20,321,5,9,6.7,0or100,4,1,1,1,1,1,1,1,1,0,0,5,B,565,561,569,", GPMDB4.6",Sept-Iles Layered Intrusion,"Tanczyk,E.I., Lapointe,P., Morris,W.A., Schmidt,P.W.",1987,Canad.J.Earth Sci.,24,1431-1438,"A paleomagnetic study of the layered mafic intrusion at Sept-Iles, Quebec"
Laurentia-Greenland,Melville Bugt diabase dykes,100377,,,0,74.5834,302.974,9,54,33.1,-31.2,31.2,29,0.1,5,273.8,8.7,8.7,8.7,1,-31.2,5,273.8,8.7,8.7,8.7,1,-31.2,5,273.8,8.7,8.7,8.7,44or56,,1,1,1,1,1,1,0,1,1,1,6,B,1633,1628,1638,"U-Pb badd (1635 +/- 2.7; 1632 +/- 1.1; 1629.4 +/- 0.8), mixed polarity ",Melville Bugt diabase,"Denyszyn, S.W., Davis, D.W., Halls, H.C.",2009,Can. J. Earth Sci.,46,155-167,
Laurentia-Greenland,Victoria Fjord dolerite dykes,489,,C+,0,81.5,315.3,12,92,265.2,21.5,21.5,60,5.6,10.3,231.7,3.1,5.9,4.3,1,21.5,10.3,231.7,3.1,5.9,4.3,1,21.5,10.3,231.7,3.1,5.9,4.3,0or100,,1,1,1,1,1,1,1,1,0,1,6,B,1382,1380,1384,"correl'd to Midsommerso, corr.",Victoria Fjord Dolerite Dykes,"Abrahamsen, N., Van der Voo, R.",1987,Geophys.JRAS,91,597-611,Palaeomagnetism of middle Proterozoic (c.1.25 Ga) dykes from central North Greenland
Laurentia-Greenland,Midsommersoe Dolerite,99,,,0,81.6,333.4,10,100,85.6,-14.5,14.5,39,7.8,6.9,242,5.1,5.1,5.1,1,-14.5,6.9,242,5.1,5.1,5.1,1,-14.5,6.9,242,5.1,5.1,5.1,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1382,1380,1384,"1382±2, d",Midsommersoe Dolerite,"Marcussen, C., Abrahamsen, N.",1983,Geophys.JRAS,73,367-387,"Palaeomagnetism of the Proterozoic Zig-Zag Dal Basalt and the Midsommerso dolerites, eastern North Greenland"
Laurentia-Greenland,Zig-Zag Dal Basalts,98,,,0,81.2,334.8,19,135,93.6,-22,22,37,5.5,12,242.8,3.8,3.8,3.8,1,-22,12,242.8,3.8,3.8,3.8,1,-22,12,242.8,3.8,3.8,3.8,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1382,1380,1384,"correl'd to Midsommerso, corr.",Zig-Zag Dal Basalts,"Marcussen, C., Abrahamsen, N.",1983,Geophys.JRAS,73,367-387,"Palaeomagnetism of the Proterozoic Zig-Zag Dal Basalt and the Midsommerso dolerites, eastern North Greenland"
Laurentia-Greenland,Kungnat Ring Dyke,2107,,,0,61.2,311.7,4,18,292,-15.4,15.4,455,4.3,3.4,198.7,2.3,4.4,3.2,1,-15.4,3.4,198.7,2.3,4.4,3.2,1,-15.4,3.4,198.7,2.3,4.4,3.2,0or100,,1,0,1,1,0,1,0,1,0,1,4,B,1275,1273,1277,"Upton+03, f",Kungnat Ring Dyke,"Piper, J.D.A., Stearn, J.E.F.",1977,Physics Earth Planet. Int.,14,345-358,"Palaeomagnetism of the dyke swarms of the Gardar Igneous Province, South Greenland"
Laurentia-Greenland,North Qoroq Intr.,6607,,,0,61.2,314.6,12,65,295.7,2.5,2.5,15,12,13.2,202.6,5.9,11.7,8.3,1,2.5,13.2,202.6,5.9,11.7,8.3,1,2.5,13.2,202.6,5.9,11.7,8.3,8or92,,1,1,1,1,1,1,0,0,1,1,5,B,1275,1274,1276,", f",North Qoroq Intr.,"Piper, J.D.A.",1992,Precambrian Res.,54,153-172,"The palaeomagnetism of major (Middle Proterozoic) igneous complexes, South Greenland and the Gardar apparent polar wander track"
Laurentia-Greenland,West Gardar Dolerite Dykes,2106,,,0,61.2,311.7,24,138,291.5,-3.3,3.3,11,9.4,8.7,201.7,4.7,9.4,6.6,1,-3.3,8.7,201.7,4.7,9.4,6.6,1,-3.3,8.7,201.7,4.7,9.4,6.6,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1244,1236,1251,"1236-1251, f",West Gardar Dolerite Dykes,"Piper, J.D.A., Stearn, J.E.F.",1977,Physics Earth Planet. Int.,14,345-358,"Palaeomagnetism of the dyke swarms of the Gardar Igneous Province, South Greenland"
Laurentia-Greenland,West Gardar Lamprophyre Dykes,2108,,,0,61.2,311.7,9,51,284.8,-8.6,8.6,28,10,3.2,206.4,5.1,10.1,7.2,1,-8.6,3.2,206.4,5.1,10.1,7.2,1,-8.6,3.2,206.4,5.1,10.1,7.2,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1238,1227,1249,"CHECK AGE, f",West Gardar Lamprophyre Dykes,"Piper, J.D.A., Stearn, J.E.F.",1977,Physics Earth Planet. Int.,14,345-358,"Palaeomagnetism of the dyke swarms of the Gardar Igneous Province, South Greenland"
Laurentia-Greenland,Hviddal Giant Dyke,2132,,,0,60.9,313.7,7,38,294.3,42.7,42.7,38,9.8,33.2,215.3,7.6,12.2,9.6,1,42.7,33.2,215.3,7.6,12.2,9.6,1,42.7,33.2,215.3,7.6,12.2,9.6,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1184,1179,1189,"1184±5, f",Hviddal Giant Dyke,"Piper, J.D.A.",1977,BGS Denmark,26,85-94,"Palaeomagnetism of the giant dykes of Tugtutoq and Narssaq Gabbro, Gardar Igneous Province, South Greenland"
Laurentia-Greenland,Narssaq Gabbro,2133,,,0,60.9,313.8,4,22,285.3,46.8,46.8,97,9.4,31.6,225.4,7.8,12.1,9.7,1,46.8,31.6,225.4,7.8,12.1,9.7,1,46.8,31.6,225.4,7.8,12.1,9.7,0or100,,1,0,1,1,0,1,0,1,0,1,4,B,1184,1179,1189,"1184±5 assoc'd with Hviddal giant dyke, f",Narssaq Gabbro,"Piper, J.D.A.",1977,BGS Denmark,26,85-94,"Palaeomagnetism of the giant dykes of Tugtutoq and Narssaq Gabbro, Gardar Igneous Province, South Greenland"
Laurentia-Greenland,South Qoroq Intr.,6610,,,0,61.2,314.6,9,67,299.9,51.2,51.2,20,12,41.8,215.9,10.8,15.9,13.1,1,51.2,41.8,215.9,10.8,15.9,13.1,1,51.2,41.8,215.9,10.8,15.9,13.1,0or100,,1,1,1,1,1,1,1,0,0,1,5,A,1163,1161,1165,"1160±8 Rb-Sr, also 1163±2 U-Pb on assoc'd younger giant dykes, f",South Qoroq Intr.,"Piper, J.D.A.",1992,Precambrian Res.,54,153-172,"The palaeomagnetism of major (Middle Proterozoic) igneous complexes, South Greenland and the Gardar apparent polar wander track"
Laurentia-Greenland,Giant Gabbro Dykes,2131,,,0,60.9,313.7,13,73,292.2,56.5,56.5,30,7.6,42.3,226.1,8,11.1,9.4,1,56.5,42.3,226.1,8,11.1,9.4,1,56.5,42.3,226.1,8,11.1,9.4,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1163,1161,1165,"1163±2, f",Giant Gabbro Dykes,"Piper, J.D.A.",1977,BGS Denmark,26,85-94,"Palaeomagnetism of the giant dykes of Tugtutoq and Narssaq Gabbro, Gardar Igneous Province, South Greenland"
Laurentia-Greenland,NE-SW Trending Dyke Swarm,6609,,,0,61.2,314.6,18,102,282.9,50.9,50.9,46,5,33.4,230.8,4.7,6.9,5.7,1,50.9,33.4,230.8,4.7,6.9,5.7,1,50.9,33.4,230.8,4.7,6.9,5.7,0or100,,1,1,1,1,1,1,0,1,0,1,5,B,1160,1155,1165,"younger than 1163 giant dykes, older than 1156±1 central Tugtutoq pluton, s",NE-SW Trending Dyke Swarm,"Piper, J.D.A.",1992,Precambr.Res.,54,153-172,"The palaeomagnetism of major (Middle Proterozoic) igneous complexes, South Greenland and the Gardar apparent polar wander track"
Laurentia-Greenland-Nain,Kangamiut Dykes,3222,,,0,66,307,23,157,220,56,56,190,2.1,17.1,273.8,2.2,3.2,2.7,1,56,17.1,273.8,2.2,3.2,2.7,1,56,17.1,273.8,2.2,3.2,2.7,0or100,,1,1,1,1,1,0,1,1,0,0,4,B,2042,2030,2054,"2543, 2766, mixed polarity?",Kangamiut Dykes,"Fahrig, W.F., Bridgwater, D.",1976,Early Hist. of Earth,,427-439,Late Archean-Early Proterozoic paleomagnetic pole positions from West Greenland
Laurentia-Rae,Martin Formation,2659,,"F+,Ro",100,59.6,251.4,15,56,322.5,-29.4,29.4,15,10.4,-9,288,6.3,11.5,8.5,0.6,-43.2,-0.2,104.8,8,12.9,10.2,0.6,-43.2,-0.2,104.8,8,12.9,10.2,60,2,1,1,1,1,1,0,1,1,1,0,5,A,1818,1814,1822,"1818±4, NEW",Martin Formation,"Evans,M.E., Bingham,D.K.",1973,Canad.J.Earth Sci.,10,1485-1493,"Paleomagnetism of the Precambrian Martin Formation, Saskatchewan"
Laurentia-Rae,Clearwater Anorthosite,8429,A Magnetization,,0,57.1,251.6,8,115,112.3,38,38,315.8,3.1,6.5,311.8,2.2,3.7,2.9,1,38,6.5,311.8,2.2,3.7,2.9,1,38,6.5,311.8,2.2,3.7,2.9,0,4,1,1,1,1,1,1,0,0,0,1,4,B,1917,1910,1924,"1917±7, GPMDB4.6",Clearwater Anorthosite,"Halls,H.C., Hanes,J.A.",1999,Tectonophysics,312,235-248,"Paleomagnetism, anisotropy of magnetic susceptibility and argon-argon geochronology of the Clearwater anorthosite, Saskatchewan, Canada"
Laurentia-Rae,Sparrow Dykes,2642,,"Co,Ro",0,61.6,250.2,10,54,131,51,51,50,7,12,291,6.6,9.4,7.9,1,51,12,291,6.6,9.4,7.9,1,51,12,291,6.6,9.4,7.9,20,3,1,1,1,1,1,1,0,1,1,0,5,B,1827,1823,1831,"1827±4, new",Sparrow Dykes,"McGlynn,J.C., Hanson,G.N., Irving,E., Park,J.K.",1974,Canad.J.Earth Sci.,11,30-42,"Paleomagnetism and age of Nonacho Group Sandstones and associated Sparrow dikes, District of Mackenzie"
Laurentia-Scotland,MEAN Stoer Group,NEW,"sample-weighted mean of (Stewart+Irving 74, Smith+83, TS87 Achiltibuie, TS87 Stoer, Darabi+Piper 04, Borradaile+Geneviciene 08)",many,100,58,354.5,,610,310.8,34.7,34.7,1000,0.1,37.2,238.4,7.7,7.7,7.7,0.6,49.1,46.4,246.3,7.7,7.7,7.7,0.6,49.1,46.4,246.3,7.7,7.7,7.7,MIXED,4,0,1,1,1,1,1,1,1,1,0,5,B,1199,1129,1269,"1199±70, ",MEAN Stoer Group,LULEÅ WORKING GROUP MEAN,2009,,,,
Laurentia-Scotland,MEAN Torridon Group,NEW,"sample-weighted mean of (Irving+Runcorn 57, Stewart+Irving 74, Smith+83, Torsvik+Sturt 87, Potts 90, Williams+Schmidt 97, Borradaile+Geneviciene 08)",many,100,57.9,354.3,,880,119.6,56.7,56.7,1000,0.1,-17.7,220.9,7.1,7.1,7.1,0.6,68.5,30.2,32.8,7.1,7.1,7.1,0.6,68.5,30.2,32.8,7.1,7.1,7.1,MIXED,4,0,1,1,1,1,1,1,1,1,0,5,B,925,780,1070,,MEAN Torridon Group,LULEÅ WORKING GROUP MEAN,2009,,,,
Laurentia-Slave,"Douglas Peninsula Formation, Pethei Group",16,High temp.,Ro,100,62.8,249.7,6,43,172,18,18,14,19,-18,258,10.2,19.7,14.2,0.6,28.4,-11.8,257.6,11.4,20.9,15.5,0.8,22.1,-15.5,257.8,10.6,20.1,14.6,33,3,1,1,1,0,0,1,0,1,1,1,5,B,1876,1866,1886,"correlation across Slave:  older than 1870±4; younger than 1882±4, Davis+Bleeker 07 GAC abst, correln Mitchell+10","Douglas Peninsula Formation, Pethei Group","Irving,E., McGlynn,J.C.",1979,Geophys.J.Roy.Astron.Soc.,58,309-336,Palaeomagnetism in the Coronation Geosyncline and arrangements of continents in the middle Proterozoic
Laurentia-Slave,Rifle (Western River) Formation,5915,,"Ro,C*+ (baked contact test with intruding Mara River Sheet at 1870 Ma)",100,65.9,252.9,22,65,86,25,25,12,9,14,341,6,10,7.7,0.6,37.9,20.9,337.5,6.3,10.6,8.2,0.6,37.9,20.9,337.5,6.3,10.6,8.2,23,3,1,1,1,1,1,1,1,1,1,0,6,B,1963,1957,1969,"1963±6, Bowring+Grotz 92",Rifle (Western River) Formation,"Evans,M.E., Hoye,G.S.",1981,Geol.Surv.Canada Paper 81-10,,191-202,"Paleomagnetic results from the Lower Proterozoic rocks of Great Slave Lake and Bathurst Inlet areas, Northwest Territories"
Laurentia-Slave,"MEAN Kahochella, Peacock Hills",new,,,100,65,250,33,1000,145.4,16.9,16.9,1000,0.1,-12,285,7,7,7,0.6,26.9,-6.6,283.7,4.1,7.6,5.6,0.6,26.9,-6.6,283.7,4.1,7.6,5.6,MIXED,2,1,1,1,1,1,0,0,1,1,1,5,B,1882,1878,1886,"regional correlations, Bowring+Grotz 92","MEAN Kahochella, Peacock Hills","Mitchell,R.N., Hoffman,P.F., Evans,D.A.D.",2010,Precambrian Res.,179,121-134,Coronation loop resurrected: Oscillatory apparent polar wander of Orosirian (2.05–1.8 Ga) paleomagnetic poles from Slave craton
Laurentia-Slave,Takiyuak Formation,18,,Ro,100,66.1,246.9,17,111,178,19,19,15,10,-13,249,8,8,8,0.6,29.9,-7.9,248.8,6.1,11.1,8.3,0.6,29.9,-7.9,248.8,6.1,11.1,8.3,18,3,1,1,1,1,1,1,0,1,1,1,6,B,1876,1866,1886,"correlation across Slave:  older than 1870±4; younger than 1882±4, Davis+Bleeker 07 GAC abst, correln Mitchell+10",Takiyuak Formation,"Irving,E., McGlynn,J.C.",1979,Geophys.J.Roy.Astron.Soc.,58,309-336,Palaeomagnetism in the Coronation Geosyncline and arrangements of continents in the middle Proterozoic
Laurentia-Slave,Defeat Suite,new,,C*+,0,62.5,245.5,5,58,2,-47,47,30,14,-1,64,15,15,15,1,-47,-1,64,15,15,15,1,-47,-1,64,15,15,15,0,4,1,1,1,1,1,1,1,1,0,0,5,B,2625,2620,2630,"2625, U-Pb: 2628 pm 3, 2624 pm4",Defeat Suite,"Mitchell, R.N., Bleeker, W., Van Breemen, O., LeCheminant, A.N., Peng, P., Nilsson, M.K.M., Evans, D.A.D.",2014,Am. J. Sci.,314,878-894,Plate tectonics before 2.0 Ga: Evidence from paleomagnetism of cratons within supercontinent Nuna
Laurentia-Slave,Malley dykes,13555,,C*+,0,64.2,249.8,9,45,138.3,-53.8,53.8,81,5.8,-50.8,310,6.7,6.7,6.7,1,-53.8,-50.8,310,6.7,6.7,6.7,1,-53.8,-50.8,310,6.7,6.7,6.7,0,4,1,1,1,1,1,1,1,1,0,0,5,A,2231,2229,2233,"2231, U-Pb (b); authors",Malley dykes,"Buchan, K., LeCheminant, A.N., van Breemen, O.",2012,Can. J. Earth Sci.,49,435-454,"Malley diabase dykes of the Slave craton, Canadian Shield: U-Pb age, paleomagnetism, and implications for continental reconstructions in the early Paleoproterozoic"
Laurentia-Slave,Dogrib dykes,9406,,C+,0,62.5,245.5,14,134,302,33,33,34,7,-31,315,7,7,7,1,33,-31,315,7,7,7,1,33,-31,315,7,7,7,0,4,1,1,1,1,1,1,1,1,0,1,6,A,2193,2191,2195,"2193, U-Pb (b); authors",Dogrib dykes,"Mitchell, R.N., Bleeker, W., Van Breemen, O., LeCheminant, A.N., Peng, P., Nilsson, M.K.M., Evans, D.A.D.",2014,Am. J. Sci.,314,878-894,Plate tectonics before 2.0 Ga: Evidence from paleomagnetism of cratons within supercontinent Nuna
Laurentia-Slave,Indin dykes,9484,,C+,0,62.5,245.6,18,1000,300,-70,70,62,4,36,76,7,7,7,1,-70,36,76,7,7,7,1,-70,36,76,7,7,7,33or67,4,1,1,1,1,1,1,1,1,1,1,7,A,2126,2108,2129,"2126±3, U-Pb (b); authors and unpublished abstract cited therein",Indin dykes ,"Buchan, Kenneth L. and Mitchell, Ross N. and Bleeker, Wouter and Hamilton, Michael A. and LeCheminant, Anthony N.",2016,Precambrian Research,275,151-175,"Paleomagnetism of ca. 2.13–2.11 Ga Indin and ca. 1.885 Ga Ghost dyke swarms of the Slave craton: Implications for the Slave craton APW path and relative drift of Slave, Superior and Siberian cratons in the Paleoproterozoic"
Laurentia-Slave,Lac de Gras dykes,100035,,"C*+,C+",0,64.4,249.6,10,54,338.2,-55.3,55.3,68,5.9,11.8,267.9,6,8.4,7.1,1,-55.3,11.8,267.9,6,8.4,7.1,1,-55.3,11.8,267.9,6,8.4,7.1,0or100,4,1,1,1,1,1,1,1,1,0,1,6,A,2026,2021,2031,"2023±2, 2027±4 U-Pb baddeleyite, Buchan+09 CJES",Lac de Gras dykes,"Buchan,K.L., LeCheminant,A.N., van Breemen,O.",2009,Canad.J.Earth Sci.,46,361-379,"Paleomagnetism and U-Pb geochronology of the Lac de Gras diabase dyke swarm, Slave Province, Canada: implications for relative drift of Slave and Superior provinces in the Paleoproterozoic"
Laurentia-Slave,Ghost Dike Swarm,new,,C+,0,62.6,244.6,23,1000,350,-48,48,32,5,2,106,6,6,6,1,-48,2,106,6,6,6,1,-48,2,106,6,6,6,74,4,1,1,1,1,1,1,1,1,1,0,6,A,1887,1878,1892,"1887±5, 1884±6 U-Pb baddeleyite; authors and unpublished abstract cited therein",Ghost Dike Swarm,"Buchan, Kenneth L. and Mitchell, Ross N. and Bleeker, Wouter and Hamilton, Michael A. and LeCheminant, Anthony N.",2016,Precambrian Research,275,151-175,"Paleomagnetism of ca. 2.13–2.11 Ga Indin and ca. 1.885 Ga Ghost dyke swarms of the Slave craton: Implications for the Slave craton APW path and relative drift of Slave, Superior and Siberian cratons in the Paleoproterozoic"
Laurentia-Slave,MEAN Seton/Akaitcho/Mara,new,,C*+,100,65,250,82,1000,169.5,34,34,1000,0.1,-6,260,4,4,4,1,34,-6,260,4,4,4,1,34,-6,260,4,4,4,MIXED,3,1,1,1,1,1,1,1,1,1,1,7,B,1885,1880,1890,"regional correlations, Bowring+Grotz 92; Ghost dykes REF",MEAN Seton/Akaitcho/Mara,"Mitchell,R.N., Hoffman,P.F., Evans,D.A.D.",2010,Precambrian Res.,179,121-134,Coronation loop resurrected: Oscillatory apparent polar wander of Orosirian (2.05–1.8 Ga) paleomagnetic poles from Slave craton
Laurentia-Slave,MEAN Pearson A/Peninsular sill/Kilohigok basin sill,new,,C+,,65,250,22,1000,162.4,3.5,3.5,1000,0.1,-22,269,6,6,6,1,3.5,-13,249,8,8,8,1,3.5,-13,249,8,8,8,MIXED,2,1,1,1,1,1,0,1,1,1,1,6,A,1870,1866,1874,"U-Pb on Kilohigok (Mara River) sill; Peninsular Sill, Davis+Bleeker 07 GAC abst",MEAN Pearson A/Peninsular sill/Kilohigok basin sill,"Mitchell,R.N., Hoffman,P.F., Evans,D.A.D.",2010,Precambrian Res.,179,121-134,Coronation loop resurrected: Oscillatory apparent polar wander of Orosirian (2.05–1.8 Ga) paleomagnetic poles from Slave craton
Laurentia-Superior,MEAN Haig/Flaherty/Sutton,new,site-weighted VGP means from 3 results,"C+,F+,Rc",100,56,279,27,100,38.7,-47.8,47.8,1000,0.1,1,245.8,3.9,3.9,3.9,1,-47.8,1,245.8,3.9,3.9,3.9,1,-47.8,1,245.8,3.9,3.9,3.9,MIXED,3,1,1,1,1,1,1,1,1,1,1,7,B,1870,1869,1871,"1870±1, Hamilton+09 GAC",MEAN Haig/Flaherty/Sutton,LULEÅ WORKING GROUP MEAN,2009,,,,
Laurentia-Superior(East),Otto Stock Dykes and Aureole,2629,N+R Component,"C*+,R-",0,48,279.9,18,84,330,71,71,139,3,69,227,4.5,5.2,4.8,1,71,69,227,4.5,5.2,4.8,1,71,69,227,4.5,5.2,4.8,17or83,3,1,1,1,1,1,1,1,1,1,0,6,B,2676,2671,2681,"2680±1 for stock, but lamprophyre dykes are younger (ca.2670-2675), J.Ayers, pers.comm. 2008",Otto Stock Dykes and Aureole,"Pullaiah,G., Irving,E.",1975,Canad.J.Earth Sci.,12,1609-1618,"Paleomagnetism of the contact aureole and late dikes of the Otto Stock, Ontario, and its application to Early Proterozoic apparent polar wandering"
Laurentia-Superior(East),PTARMIGAN MEAN,new,,,0,54,287,3,18,49.6,46.1,46.1,0.1,1000,-45.3,213,13.8,13.8,13.8,1,46.1,-45.3,213,13.8,13.8,13.8,1,46.1,-45.3,213,13.8,13.8,13.8,0or100,3,1,0,0,0,0,1,0,1,0,1,4,B,2505,2503,2507,"2505±2, ",PTARMIGAN MEAN,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton
Laurentia-Superior(East),MATACHEWAN R,new,,C+,0,48,278,,1000,207.6,-16.6,16.6,1000,0.1,-44.1,238.3,1.6,1.6,1.6,1,-16.6,-44.1,238.3,1.6,1.6,1.6,1,-16.6,-44.1,238.3,1.6,1.6,1.6,0or100,4,1,1,1,1,1,1,1,1,0,1,6,A,2466,2443,2489,"two ages, both U-Pb(z)",MATACHEWAN R,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton
Laurentia-Superior(East),MATACHEWAN N,new,,C+,0,48,278,,1000,23.3,29.1,29.1,1000,0.1,-52.3,239.5,2.4,2.4,2.4,1,29.1,-52.3,239.5,2.4,2.4,2.4,1,29.1,-52.3,239.5,2.4,2.4,2.4,0or100,4,1,1,1,1,1,1,1,1,0,1,6,A,2446,2443,2449,"2446±3, ",MATACHEWAN N,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton
Laurentia-Superior(East),SENNETERRE,B+93,,C+,0,49,283,6,1000,358.6,-43.9,43.9,1000,0.1,-15.3,284.3,6,6,6,1,-43.9,-15.3,284.3,6,6,6,1,-43.9,-15.3,284.3,6,6,6,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,A,2218,2212,2224,"2216+8/-4, ",SENNETERRE,Buchan et al.,1993,Can. J. Earth Sci.,30,1286-1296,Northeast-trending Early Proterozoic dykes of southern Superior Province: multiple episodes of emplacement recognized from integrated paleomagnetism and U-Pb geochronology
Laurentia-Superior(East),NIPISSING N1,B+00,,C+,0,47,279,,1000,7.4,-43.9,43.9,1000,0.1,-17,272,10,10,10,1,-43.9,-17,272,10,10,10,1,-43.9,-17,272,10,10,10,MIXED,4,1,1,1,1,1,1,1,1,1,1,7,A,2217,2213,2221,"2217±4, ",NIPISSING N1,Buchan et al.,2000,Tectonophysics,319,167-198,Comparing the drift of Laurentia and Baltica in the Proterozoic: the importance of key palaeomagnetic poles
Laurentia-Superior(East),BISCOTASING,new,,C+,0,48,280,12,1000,263.9,60.4,60.4,1000,0.1,26,223.9,7,7,7,1,60.4,26,223.9,7,7,7,1,60.4,26,223.9,7,7,7,0or100,4,1,1,1,1,1,1,1,1,0,1,6,A,2170,2167,2172,"2167-2172, range of ages summarized in Halls et al. 2008",BISCOTASING,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton
Laurentia-Superior(East),LAC ESPRIT,new,,,0,53,282,8,82,146.9,-56.4,56.4,1000,0.1,62,170.5,6.4,6.4,6.4,1,-56.4,62,170.5,6.4,6.4,6.4,1,-56.4,62,170.5,6.4,6.4,6.4,0or100,4,1,1,1,1,1,1,0,1,0,1,5,A,2069,2068,2070,"2069±1, ",LAC ESPRIT,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton
Laurentia-Superior(East),MINTO,new,,,0,57,285,6,44,130,-37.2,37.2,1000,0.1,38.7,171.5,13.1,13.1,13.1,1,-37.2,38.7,171.5,13.1,13.1,13.1,1,-37.2,38.7,171.5,13.1,13.1,13.1,MIXED,4,1,1,1,1,1,1,0,1,1,0,5,A,1998,1996,2000,"1998±2, ",MINTO,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton
Laurentia-Superior(West),MARATHON N,H+08,,,0,49,275,,1000,296.9,59.2,59.2,1000,0.1,45.4,198.2,7.7,7.7,7.7,1,59.2,45.4,198.2,7.7,7.7,7.7,1,59.2,45.4,198.2,7.7,7.7,7.7,0or100,4,1,1,1,1,1,1,0,1,0,0,4,A,2124,2121,2126,"2121-2126, ",MARATHON N,"Halls,H.C., Davis,D.W., Stott,G.M., Ernst,R.E., Hamilton,M.A.",2008,Precambrian Res.,162,327-353,The Paleoproterozoic Marathon Large Igneous Province: New evidence for a 2.1 Ga long-lived mantle plume event along the southern margin of the North American Superior Province
Laurentia-Superior(West),MARATHON R,H+08,,C+,0,49,275,,1000,134.4,-56.4,56.4,1000,0.1,55.1,182.2,7.5,7.5,7.5,1,-56.4,55.1,182.2,7.5,7.5,7.5,1,-56.4,55.1,182.2,7.5,7.5,7.5,0or100,4,1,1,1,1,1,1,1,1,0,0,5,A,2104,2101,2106,"2101-2106, ",MARATHON R,"Halls,H.C., Davis,D.W., Stott,G.M., Ernst,R.E., Hamilton,M.A.",2008,Precambrian Res.,162,327-353,The Paleoproterozoic Marathon Large Igneous Province: New evidence for a 2.1 Ga long-lived mantle plume event along the southern margin of the North American Superior Province
Laurentia-Superior(West),CAUCHON LAKE,new,,C+,0,56,263,,1000,123.3,-63.9,63.9,1000,0.1,53.8,180.9,7.7,7.7,7.7,1,-63.9,53.8,180.9,7.7,7.7,7.7,1,-63.9,53.8,180.9,7.7,7.7,7.7,0or100,4,1,1,1,1,1,1,1,1,0,0,5,A,2091,2089,2093,"2091±2, ",CAUCHON LAKE,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton
Laurentia-Superior(West),FORT FRANCES,new,,,0,48,266,,1000,117.2,-54.8,54.8,1000,0.1,42.8,184.6,6.1,6.1,6.1,1,-54.8,42.8,184.6,6.1,6.1,6.1,1,-54.8,42.8,184.6,6.1,6.1,6.1,0or100,3,1,1,1,1,1,1,0,1,0,0,4,A,2077,2072,2081,"2076+5/-4, ",FORT FRANCES,"Evans,D.A.D., Halls,H.C.",2010,Precambrian Res.,183,474-489,Restoring Proterozoic deformation within the Superior craton
